GENE,COMMON,gal1RGexp,gal4RGexp,gal80Rexp,gal1RGsig,gal4RGsig,gal80Rsig
YJL193W,YJL193W,-0.186,-0.399,0.116,4.81E-04,5.34E-05,3.87E-01
YOR120W,GCY1,0.194,-0.349,0.576,9.03E-05,1.83E-05,6.39E-09
YGL032C,AGA2,-0.467,-0.161,-0.971,2.97E-09,3.35E-03,8.33E-08
YER178W,PDA1,0.042,0.222,-0.29,2.95E-01,2.28E-04,1.72E-05
YNL110C,YNL110C,0.602,-1.057,1.041,5.79E-06,1.35E-05,1.52E-05
YBR017C,KAP104,-0.091,-0.153,-0.01,8.42E-02,2.37E-01,9.42E-01
YLR256W,HAP1,0.011,-0.087,0.104,7.97E-01,6.30E-02,2.24E-01
YLR329W,REC102,-0.143,-0.258,-0.269,4.42E-01,3.54E-01,4.94E-01
YHR043C,DOG2,-0.173,-0.101,-0.654,8.37E-05,4.72E-02,6.06E-12
YOR121C,YOR121C,0.105,-0.239,0.428,9.83E-03,6.24E-04,5.87E-06
YMR163C,YMR163C,-0.129,0.06,-0.052,1.74E-02,2.84E-01,5.89E-01
YMR309C,NIP1,0.009,-0.248,-0.123,8.21E-01,2.03E-04,1.01E-01
YGL105W,ARC1,-0.087,-0.186,-0.052,1.88E-02,7.76E-04,3.84E-01
YFL053W,DAK2,-0.029,-0.089,0.051,5.76E-01,3.81E-01,6.95E-01
YEL074W,YEL074W,-0.006,-0.03,-0.079,9.04E-01,6.99E-01,5.98E-01
YJR001W,YJR001W,-0.028,0.226,-0.476,5.72E-01,9.93E-05,6.34E-10
YML131W,YML131W,0.176,0.464,0.014,3.46E-03,2.02E-06,8.54E-01
YDL095W,PMT1,-0.073,0.013,-0.76,9.81E-02,8.01E-01,1.20E-13
YDL168W,SFA1,-0.021,-0.205,0.08,5.91E-01,2.98E-03,3.02E-01
YIR022W,SEC11,0.027,0.088,-0.063,5.20E-01,5.96E-02,5.34E-01
YAL007C,ERP2,-0.167,-0.162,-0.281,8.79E-04,1.61E-02,6.72E-04
YKL173W,SNU114,0.041,-0.211,0.37,3.70E-01,5.63E-02,9.80E-03
YHR116W,YHR116W,-0.115,-0.012,0.023,6.80E-02,9.01E-01,8.86E-01
YPR100W,YPR100W,0.107,-0.132,0.25,2.30E-02,3.34E-02,1.45E-02
YGR064W,YGR064W,-0.145,-0.12,0.061,2.95E-02,1.05E-01,6.97E-01
YGR137W,YGR137W,-0.168,-0.136,-0.155,1.64E-04,3.32E-02,7.95E-02
YJL194W,CDC6,0.018,-0.661,0.525,8.36E-01,4.50E-05,5.00E-02
YDR483W,KRE2,-0.132,0.025,-0.612,2.53E-03,6.07E-01,7.85E-10
YFL054C,YFL054C,0.165,0.275,-0.744,1.75E-01,4.95E-01,4.48E-03
YMR090W,YMR090W,-0.403,0.404,-0.236,2.58E-06,8.60E-06,2.22E-03
YER179W,DMC1,-0.219,0.059,-0.167,1.18E-04,3.67E-01,1.38E-01
YBR018C,GAL7,0.153,-1.995,3.126,7.89E-04,3.63E-11,3.94E-17
YNL111C,CYB5,-0.009,-0.438,-0.014,8.79E-01,4.28E-05,9.20E-01
YEL075C,YEL075C,0.028,-0.089,-0.387,5.83E-01,1.45E-01,6.10E-03
YMR236W,TAF17,-0.023,-0.113,0.077,6.40E-01,1.54E-01,5.74E-01
YLR184W,YLR184W,0,0,0,7.90E-01,6.36E-01,1.00E+00
YDL096C,YDL096C,0.004,0.088,-0.196,9.50E-01,1.99E-01,2.21E-01
YDL169C,UGX2,0.293,0.316,0.501,5.28E-05,2.13E-04,6.05E-04
YLR257W,YLR257W,-0.219,-0.166,0.256,1.66E-05,3.76E-03,1.72E-04
YHR044C,DOG1,-0.168,-0.087,-0.614,2.08E-04,8.83E-02,3.03E-09
YKL174C,YKL174C,0,0,0,1.00E+00,1.00E+00,1.00E+00
YGR065C,VHT1,-0.104,-0.219,0.177,3.27E-02,7.79E-03,1.95E-01
YGR138C,YGR138C,-0.332,-0.645,-0.308,1.91E-07,4.25E-06,1.48E-02
YJL195C,YJL195C,-0.002,-0.606,0.656,1.00E+00,2.20E-03,6.75E-03
YOR122C,PFY1,-0.183,0.163,-0.389,2.95E-05,3.06E-03,1.98E-10
YMR091C,NPL6,0.102,-0.367,0.193,3.71E-02,2.54E-04,1.10E-01
YHL012W,YHL012W,-0.163,-0.141,0.468,2.90E-02,2.14E-01,7.07E-02
YBR301W,YBR301W,-0.183,0.052,-0.149,7.20E-04,4.14E-01,1.78E-01
YGL033W,HOP2,-0.448,-0.383,0,1.56E-03,1.09E-01,8.70E-01
YGL106W,MLC1,-0.262,-0.327,-0.059,1.31E-05,9.24E-06,2.96E-01
YJR002W,MPP10,0.17,-0.514,0.718,6.54E-03,6.31E-05,1.56E-05
YML132W,COS3,-0.178,0.169,-0.55,7.01E-05,4.78E-03,2.36E-13
YIR023W,DAL81,0.059,-0.008,0.063,1.10E-01,8.77E-01,3.36E-01
YHR117W,TOM72,0.091,-0.075,-0.009,2.94E-02,2.51E-01,9.46E-01
YHL013C,YHL013C,0.37,-0.66,0.839,9.02E-07,2.92E-05,1.60E-05
YPR101W,SNT309,0.139,-0.394,0.465,1.21E-02,2.34E-03,3.50E-03
YDR484W,SAC2,-0.156,-0.402,-0.247,1.91E-03,1.53E-03,6.20E-03
YGL034C,YGL034C,-0.217,-0.061,0.088,2.87E-02,6.31E-01,7.73E-01
YNR070W,YNR070W,0.265,0.36,0.193,1.08E-03,1.72E-04,3.16E-01
YGL107C,YGL107C,0.137,-0.2,0.302,4.69E-03,2.56E-02,4.57E-02
YEL076C,YEL076C,-0.038,-0.051,-0.356,3.85E-01,3.01E-01,3.16E-03
YBR019C,GAL10,0.061,-1.993,2.856,9.86E-02,3.32E-11,3.94E-18
YJR003C,YJR003C,-0.06,-0.626,0.521,2.21E-01,3.59E-06,4.99E-03
YMR237W,YMR237W,-0.068,0.043,-0.146,9.35E-02,3.07E-01,1.77E-02
YDL097C,RPN6,0.09,0.025,0.178,2.47E-02,6.23E-01,8.66E-03
YLR185W,RPL37A,-0.272,-0.376,-0.075,3.28E-05,2.50E-06,3.04E-01
YML133C,YML133C,-0.06,-0.049,-0.322,1.72E-01,3.31E-01,1.31E-03
YIR024C,GIF1,0.176,-0.078,0.302,6.76E-03,3.94E-01,7.99E-02
YLR258W,GSY2,-0.405,0.4,-0.487,4.42E-09,1.83E-06,5.87E-12
YHR118C,ORC6,0.1,-0.325,0.363,3.10E-02,2.12E-03,4.81E-03
YGR066C,YGR066C,-0.356,0.139,-0.356,5.27E-04,3.62E-01,5.21E-02
YPR102C,RPL11A,-0.177,-0.38,-0.058,3.72E-04,1.74E-06,2.61E-01
YJL196C,ELO1,-0.438,-0.046,-0.528,4.31E-09,2.77E-01,4.63E-10
YOR050C,YOR050C,-0.049,-0.092,0.312,7.76E-01,5.87E-01,3.91E-02
YOR123C,LEO1,0.373,0.056,0.545,1.95E-07,6.22E-01,5.53E-04
YDR485C,YDR485C,0.343,0.018,0.42,1.13E-04,9.54E-01,2.42E-02
YNR071C,YNR071C,-0.158,0.16,-0.194,1.12E-01,3.50E-02,2.59E-01
YML095C-A,YML095C-A,-0.016,-0.068,-0.298,8.22E-01,6.65E-01,3.21E-01
YAL008W,YAL008W,-0.168,0.081,-0.198,4.48E-04,1.67E-01,8.76E-03
YMR092C,AIP1,-0.105,0.102,-0.079,2.31E-02,2.32E-02,2.59E-01
YMR165C,SMP2,-0.162,-0.314,0.335,2.43E-01,3.48E-01,2.15E-01
YLR259C,HSP60,-0.064,0.212,-0.521,2.66E-01,3.81E-05,4.48E-11
YFL055W,AGP3,0.278,-0.334,0.278,2.48E-05,2.20E-04,2.10E-02
YNL112W,DBP2,0.067,-0.312,-0.354,1.06E-01,1.40E-03,8.94E-03
YML060W,OGG1,0.199,-0.579,0.168,4.27E-02,1.21E-02,6.98E-01
YHR045W,YHR045W,-0.142,-0.097,-0.305,4.65E-03,8.15E-02,3.81E-03
YKL175W,YKL175W,-0.057,-0.001,0.187,2.34E-01,1.00E+00,5.45E-02
YBR230C,YBR230C,0.222,0.391,-0.083,1.02E-05,1.91E-07,1.53E-01
YHL014C,YLF2,-0.107,-0.447,0.498,9.12E-02,4.57E-04,4.51E-03
YGL035C,MIG1,0.345,0.31,-0.28,1.10E-07,1.72E-06,7.05E-03
YGL108C,YGL108C,0.11,-0.159,0.194,1.15E-01,1.32E-01,1.58E-01
YFL056C,AAD6,-0.131,-0.007,-0.102,1.14E-02,8.99E-01,2.61E-01
YML061C,PIF1,0.2,-0.382,0.483,7.58E-02,4.61E-02,9.75E-02
YMR238W,DFG5,-0.224,-0.305,0.462,2.14E-05,7.61E-05,1.75E-05
YJR004C,SAG1,0.06,0.088,0.092,3.94E-01,1.59E-01,3.98E-01
YDL098C,SNU23,0.204,-0.232,0.173,3.78E-02,9.95E-02,4.41E-01
YLR186W,YLR186W,-0.149,0.255,-0.254,1.35E-03,6.02E-06,2.00E-03
YHR046C,YHR046C,-0.31,-0.445,0.034,5.66E-06,9.51E-04,9.01E-01
YKL176C,YKL176C,-0.064,0.076,-0.026,9.34E-02,6.94E-02,6.84E-01
YGR067C,YGR067C,0.479,0.749,0.474,3.56E-08,2.38E-09,5.21E-04
YOR051C,YOR051C,-0.029,-0.41,-0.336,4.61E-01,2.20E-04,1.26E-03
YDR486C,YDR486C,0.104,-0.109,0.179,1.06E-02,2.88E-02,1.99E-02
YOR124C,UBP2,-0.025,0.215,-0.163,8.36E-01,2.94E-02,1.77E-01
YAL009W,SPO7,0.08,-0.06,0.378,1.35E-01,3.28E-01,1.10E-02
YMR166C,YMR166C,0.119,0.372,-0.043,1.99E-01,6.69E-03,9.20E-01
YMR239C,RNT1,0.038,-0.078,0,8.82E-01,2.90E-01,1.00E+00
YNL040W,YNL040W,0.058,0.07,0.081,2.10E-01,2.08E-01,4.01E-01
YNL113W,RPC19,0.304,-0.979,0.789,1.03E-05,4.83E-07,2.89E-03
YIR025W,YIR025W,-0.153,-0.42,0.028,1.46E-01,1.37E-01,8.72E-01
YPR030W,CSR2,0.046,0.37,0.123,2.97E-01,1.65E-04,1.70E-01
YHR119W,SET1,-0.034,-0.043,0.049,4.52E-01,4.27E-01,6.46E-01
YBR231C,YBR231C,0.213,-0.103,0.575,1.74E-03,3.72E-01,1.41E-02
YPR103W,PRE2,-0.107,-0.041,0.144,1.25E-02,3.61E-01,3.76E-02
YJL197W,UBP12,-0.135,-0.052,0.003,3.18E-02,7.43E-01,1.00E+00
YNR072W,HXT17,0.214,0.214,-0.167,8.55E-05,1.54E-03,1.03E-02
YFL057C,YFL057C,-0.163,0.068,-0.052,4.74E-03,3.11E-01,6.60E-01
YNL041C,YNL041C,0.138,0.057,-0.003,7.34E-03,4.37E-01,9.79E-01
YMR093W,YMR093W,0.091,-1.04,1.04,1.16E-01,1.07E-04,3.33E-05
YNL114C,YNL114C,0.24,-0.692,0.303,2.07E-04,4.00E-06,1.26E-01
YML062C,MFT1,0.232,-0.493,0.551,2.48E-04,2.42E-05,2.67E-04
YLR187W,YLR187W,0.189,0.039,0.228,1.12E-02,7.54E-01,2.45E-01
YIR026C,YVH1,0,-0.47,0.718,1.00E+00,6.13E-05,1.14E-02
YHR047C,AAP1,-0.11,-0.036,-0.017,5.17E-02,6.76E-01,9.20E-01
YPR104C,FHL1,0.161,0.369,0.754,2.52E-01,1.47E-04,2.44E-02
YGR068C,YGR068C,-0.261,0.384,-0.256,1.80E-03,3.40E-04,1.44E-01
YOR052C,YOR052C,0.042,-0.017,0.144,2.74E-01,7.62E-01,5.28E-02
YOR125C,CAT5,-0.384,-0.321,-0.074,9.03E-07,6.01E-06,1.56E-01
YDR487C,RIB3,-0.189,-0.021,-0.238,3.85E-05,6.24E-01,8.80E-05
YNR073C,YNR073C,-0.24,0.837,-0.863,4.35E-04,2.05E-08,1.56E-11
YHL015W,RPS20,-0.222,-0.135,-0.384,4.23E-05,1.32E-02,7.67E-04
YGL036W,MTC2,-0.222,0.129,-0.175,6.90E-04,2.28E-01,6.07E-01
YOL020W,SCM2,0.201,-0.016,-0.004,3.58E-04,7.02E-01,9.59E-01
YGL109W,YGL109W,0.024,-0.208,0.255,7.66E-01,1.35E-01,2.13E-01
YJR005W,APL1,-0.074,-0.111,0.216,4.97E-02,4.47E-02,3.12E-03
YDL099W,YDL099W,0.377,-0.205,0.481,6.42E-08,9.17E-04,9.90E-06
YPR031W,YPR031W,0.377,0.238,0.262,4.92E-06,5.93E-02,8.86E-02
YKL177W,YKL177W,0.054,0,-0.215,8.21E-01,4.43E-01,4.06E-01
YHL016C,DUR3,0,0,0,6.62E-01,9.06E-01,1.00E+00
YBR232C,YBR232C,0.089,-0.173,0.259,3.39E-01,3.35E-01,3.23E-01
YJL198W,YJL198W,0.23,-0.118,-0.098,1.48E-04,1.20E-01,4.33E-01
YGL037C,YGL037C,-0.432,0.261,-0.312,1.35E-08,1.75E-03,1.28E-07
YOL021C,DIS3,0.083,0.079,0.072,1.95E-01,6.17E-01,7.27E-01
YMR094W,CTF13,0.063,-0.323,0.132,5.65E-01,1.07E-01,7.59E-01
YNL115C,YNL115C,-0.036,0.32,0.093,3.46E-01,2.10E-06,1.21E-01
YMR167W,MLH1,0.022,-0.073,0.244,5.90E-01,1.91E-01,5.12E-02
YLR188W,MDL1,0.031,0.106,-0.311,4.23E-01,3.76E-02,6.27E-06
YIR027C,DAL1,-0.167,0.163,-0.076,2.26E-02,3.32E-02,5.27E-01
YKL178C,STE3,0.041,0.122,0.184,7.07E-01,4.65E-01,3.62E-01
YPR105C,YPR105C,0.159,0.233,0.169,1.96E-02,2.16E-03,1.69E-01
YJL199C,YJL199C,-0.162,-0.015,-0.266,6.91E-02,9.15E-01,1.02E-01
YDR488C,PAC11,0.148,-0.13,-0.057,2.23E-02,1.54E-01,7.10E-01
YOR126C,IAH1,-0.038,-0.015,0.224,4.04E-01,8.34E-01,6.31E-02
YNR074C,YNR074C,-0.092,-0.062,0.086,3.80E-02,2.68E-01,4.57E-01
YMR095C,SNO1,-0.123,-0.215,0.406,3.39E-01,3.20E-01,1.50E-01
YMR168C,CEP3,0.093,-0.153,0,7.31E-01,7.22E-01,9.26E-01
YLR189C,UGT51,0,0.241,0,1.00E+00,3.83E-01,1.00E+00
YFL058W,THI5,-0.045,0.279,-0.02,4.11E-01,1.39E-04,8.67E-01
YNL042W,BOP3,-0.326,0.197,0.107,2.25E-05,4.83E-03,2.93E-01
YJR006W,HYS2,0.126,-0.161,-0.017,5.84E-03,9.89E-03,8.77E-01
YML063W,RPS1B,-0.388,0.435,0.23,1.75E-06,5.45E-05,2.95E-01
YHR048W,YHR048W,-0.081,-0.051,-0.046,1.08E-01,5.08E-01,6.90E-01
YPR032W,SRO7,0.044,0,0,8.48E-01,7.53E-01,8.91E-01
YGR069W,YGR069W,-0.419,-0.534,-0.338,4.83E-04,9.66E-02,2.14E-01
YOR053W,YOR053W,0.136,0.019,0.18,1.36E-03,6.43E-01,1.74E-02
YGL038C,OCH1,-0.246,0.04,-0.059,1.28E-06,4.26E-01,3.37E-01
YOL022C,YOL022C,-0.197,-0.04,0.298,5.76E-05,5.37E-01,5.82E-02
YNL043C,YNL043C,-0.123,-0.024,0.031,4.42E-02,7.41E-01,8.22E-01
YGR280C,YGR280C,0.369,-0.809,0.95,1.93E-07,5.50E-05,1.11E-05
YER056C-A,RPL34A,-0.235,-0.418,-0.033,1.12E-04,1.21E-06,5.61E-01
YML064C,TEM1,-0.218,-0.069,0,3.71E-01,4.53E-01,1.00E+00
YKL179C,YKL179C,0.124,-0.39,0.467,5.33E-03,3.16E-05,3.69E-04
YPR033C,HTS1,-0.163,-0.246,-0.64,2.51E-04,1.19E-03,5.16E-12
YOR054C,YOR054C,0.082,-0.068,0.249,6.49E-02,1.78E-01,7.65E-04
YMR169C,ALD3,-0.322,0.54,-0.326,2.23E-07,5.73E-09,2.75E-05
YBR160W,CDC28,-0.016,-0.087,-0.405,7.43E-01,3.21E-01,2.61E-02
YBR233W,PBP2,0.163,-0.249,0.039,9.59E-04,2.04E-02,7.39E-01
YHL017W,YHL017W,-0.187,0.02,0.007,1.03E-03,7.11E-01,9.20E-01
YPL001W,HAT1,0.013,-0.408,0.966,8.28E-01,4.16E-03,9.33E-05
YFL059W,SNZ3,0.168,0.124,-0.04,9.23E-04,1.69E-02,7.00E-01
YNL116W,YNL116W,0.165,0.027,0.358,2.68E-04,6.32E-01,2.77E-04
YJR007W,SUI2,-0.009,-0.244,0.205,8.44E-01,1.51E-04,1.39E-02
YIR028W,DAL4,-0.545,-0.056,-0.027,7.06E-06,6.05E-01,8.36E-01
YHR049W,YHR049W,-0.523,-0.119,-0.536,1.44E-09,1.94E-02,1.78E-09
YBR234C,ARC40,-0.023,-0.178,-0.595,5.79E-01,4.29E-01,1.99E-02
YPR106W,ISR1,0.069,0.261,-0.228,1.40E-01,3.28E-04,8.54E-03
YPL002C,SNF8,-0.121,-0.043,-0.05,1.45E-02,5.21E-01,6.21E-01
YOR127W,RGA1,-0.163,0.068,-0.175,1.88E-01,6.98E-01,6.14E-01
YDR489W,YDR489W,0.017,-0.15,-0.155,7.39E-01,6.66E-02,2.50E-01
YNR075W,COS10,-0.349,-0.17,0.028,6.91E-07,1.81E-02,8.14E-01
YMR096W,SNZ1,-0.107,-0.093,0.783,4.51E-02,4.11E-01,2.79E-05
YPR107C,YTH1,0.048,-0.059,0.139,2.73E-01,3.74E-01,1.73E-01
YOR128C,ADE2,-0.4,-0.948,-0.288,1.12E-08,1.52E-08,2.16E-03
YMR097C,YMR097C,0.054,-0.075,0.156,4.12E-01,4.97E-01,2.59E-01
YBR161W,YBR161W,-0.182,-0.053,0.117,9.04E-04,4.58E-01,3.91E-01
YHL018W,YHL018W,-0.302,-0.166,0.291,6.01E-03,6.02E-01,3.92E-01
YBR162W-A,YSY6,-0.334,-0.086,-0.004,9.82E-08,1.07E-01,9.59E-01
YGL039W,YGL039W,-0.291,-0.486,0.317,1.28E-06,5.94E-06,1.68E-02
YOL023W,IFM1,0.117,0.018,0.033,8.01E-02,8.54E-01,8.47E-01
YNL044W,YIP3,-0.179,-0.045,-0.062,8.53E-04,2.94E-01,3.36E-01
YNL117W,MLS1,0.973,0.452,0.941,1.92E-11,9.03E-05,1.26E-05
YGR281W,YOR1,-0.107,0.096,-0.05,1.80E-02,1.18E-01,6.18E-01
YJR008W,YJR008W,-0.085,0.331,0.145,3.94E-02,6.60E-05,4.36E-02
YML065W,ORC1,0.07,-0.303,0,7.51E-01,2.22E-01,8.34E-01
YDR120C,TRM1,0.132,-0.17,0.481,2.48E-03,2.57E-02,6.04E-04
YIR029W,DAL2,0.088,-0.058,0.191,2.15E-01,6.07E-01,2.33E-01
YPR034W,ARP7,0.248,0.048,0.241,2.40E-05,6.81E-01,4.25E-02
YBR162C,YBR162C,0.03,0.114,-0.237,4.38E-01,1.33E-02,1.38E-04
YHL019C,APM2,0.087,-0.01,0.439,1.20E-01,9.20E-01,5.12E-03
YOR055W,YOR055W,-0.168,-0.027,0.418,1.24E-01,8.97E-01,1.21E-02
YNR076W,PAU6,-0.15,0.058,-0.143,1.98E-03,2.63E-01,8.05E-02
YNL118C,DCP2,0.093,-0.083,0.288,2.48E-02,1.89E-01,4.56E-03
YGR282C,BGL2,-0.086,0.24,-0.251,2.64E-02,1.72E-05,3.50E-04
YML066C,YML066C,-0.141,0.022,-0.011,1.43E-01,8.47E-01,9.32E-01
YJR009C,TDH2,-0.578,0.289,-0.309,3.53E-10,1.16E-03,1.67E-04
YOR056C,YOR056C,0.201,0.121,0.417,1.18E-04,3.20E-02,7.67E-03
YOR129C,YOR129C,0.15,0.964,0.197,4.22E-01,1.03E-05,6.28E-01
YNR077C,YNR077C,-0.033,-0.103,0,8.24E-01,5.82E-01,9.71E-01
YGL250W,YGL250W,-0.071,0.244,0.142,1.61E-01,7.38E-04,2.47E-01
YMR098C,YMR098C,0.16,-0.013,0.017,1.27E-03,8.41E-01,8.93E-01
YBR235W,YBR235W,0.012,0.214,0.112,7.76E-01,1.71E-02,3.21E-01
YPL003W,ULA1,-0.085,0.181,-0.273,4.77E-02,2.17E-03,8.80E-03
YOL024W,YOL024W,-0.314,0.089,0.352,1.28E-01,7.84E-01,2.81E-01
YNL045W,YNL045W,-0.109,0.169,-0.256,6.81E-03,9.77E-04,4.74E-04
YGL251C,HFM1,0.051,-0.027,0.135,4.77E-01,8.28E-01,3.05E-01
YBR090C,YBR090C,-0.036,0.269,0.039,3.36E-01,1.07E-04,6.63E-01
YPR035W,GLN1,-0.197,-1.06,-0.172,2.39E-05,2.93E-09,3.60E-02
YBR236C,ABD1,0.196,-0.165,0.172,2.30E-04,1.61E-02,1.29E-01
YPR108W,RPN7,0.101,0.003,-0.024,1.39E-02,9.50E-01,6.74E-01
YPL004C,YPL004C,-0.004,0.338,-0.158,9.08E-01,5.11E-06,6.84E-03
YGR283C,YGR283C,-0.184,-0.582,0.453,4.02E-04,3.49E-06,8.94E-03
YML067C,YML067C,-0.158,-0.13,-0.327,3.65E-04,1.45E-02,1.99E-05
YOR340C,RPA43,0.127,-1.087,0.957,7.18E-02,7.81E-06,2.34E-04
YER100W,UBC6,0.028,-0.302,0.384,4.67E-01,2.53E-05,3.99E-05
YDR121W,YDR121W,0.24,-0.344,0.977,2.44E-04,2.13E-04,1.46E-05
YMR099C,YMR099C,-0.081,-0.011,-0.192,3.25E-02,8.34E-01,2.30E-03
YBR163W,YBR163W,-0.031,-0.515,0.302,6.86E-01,4.76E-02,1.53E-01
YOL025W,LAG2,0.009,0.208,0.029,8.52E-01,2.50E-03,7.65E-01
YNL046W,YNL046W,-0.139,0.208,-0.426,9.83E-03,1.38E-04,1.11E-05
YNL119W,YNL119W,0.218,-0.569,0.51,4.50E-04,1.02E-05,2.15E-03
YER101C,AST2,0.021,0.236,-0.146,6.32E-01,5.61E-05,1.50E-01
YGL252C,RTG2,0.122,-0.012,0.268,7.39E-03,8.22E-01,5.53E-02
YBR091C,MRS5,0.226,-0.313,0.603,3.38E-01,1.04E-01,1.90E-02
YPR036W,VMA13,-0.001,-0.063,-0.202,9.79E-01,1.66E-01,2.88E-04
YBR164C,ARL1,0.073,-0.248,0.106,5.54E-02,1.07E-04,1.53E-01
YPR109W,YPR109W,-0.273,0.088,-0.093,5.23E-06,5.27E-02,1.97E-01
YNL330C,RPD3,0.059,0.113,0.026,2.74E-01,1.46E-02,6.99E-01
YOR057W,SGT1,0.132,-0.088,0.372,3.87E-03,1.33E-01,8.09E-04
YOL026C,YOL026C,-0.183,-0.038,0.023,1.90E-04,5.25E-01,8.39E-01
YNL047C,YNL047C,0.14,-0.078,0.029,2.62E-03,1.91E-01,7.77E-01
YGR284C,YGR284C,-0.114,0.034,-0.152,3.78E-03,4.39E-01,1.16E-02
YFL010W-A,AUA1,0.047,-0.062,0.171,3.97E-01,3.42E-01,9.17E-02
YPR037C,YPR037C,-0.005,-0.008,0.13,9.04E-01,8.84E-01,1.84E-01
YOR058C,ASE1,-0.044,0.293,0.292,7.76E-01,2.30E-01,1.41E-01
YDR122W,KIN1,-0.007,-0.1,0.112,8.75E-01,1.41E-01,2.60E-01
YBR237W,PRP5,-0.161,-0.021,0,3.45E-02,8.47E-01,4.75E-01
YPL005W,YPL005W,0.139,-0.06,0.122,1.86E-02,4.96E-01,3.32E-01
YHR190W,ERG9,-0.152,0.076,-0.133,5.16E-04,1.00E-01,2.51E-02
YML068W,YML068W,-0.144,0.031,0.037,6.26E-03,6.02E-01,7.33E-01
YDR050C,TPI1,-0.584,0.053,-0.728,3.65E-10,4.89E-01,8.67E-12
YDR123C,INO2,0.275,-0.414,0.659,1.45E-05,3.36E-04,1.25E-04
YOR341W,RPA190,-0.038,0.035,-0.256,2.94E-01,4.25E-01,4.15E-05
YCR071C,IMG2,0.083,-0.245,0.388,1.76E-01,1.48E-02,7.69E-03
YBR092C,PHO3,-0.807,0.072,-0.402,3.71E-12,2.39E-01,1.17E-04
YNL331C,AAD14,-0.001,0.226,-0.079,9.79E-01,3.14E-05,2.72E-01
YBR238C,YBR238C,-0.204,-0.718,-0.73,4.20E-01,4.67E-04,8.43E-05
YOL027C,YOL027C,0.25,-0.101,0.474,5.91E-06,9.89E-02,3.40E-07
YHR191C,CTF8,-0.144,-0.101,0.198,1.86E-02,2.44E-01,2.28E-01
YGR285C,ZUO1,-0.118,-0.342,0.087,1.66E-02,2.85E-05,1.65E-01
YBL060W,YBL060W,0.006,-0.589,0.411,9.50E-01,2.74E-02,2.06E-01
YOR342C,YOR342C,0.333,-0.302,0.202,8.03E-07,1.22E-04,8.89E-02
YER102W,RPS8B,-0.249,-0.364,-0.135,3.27E-05,3.66E-06,1.76E-02
YOR059C,YOR059C,-0.093,0.008,-0.026,2.93E-02,8.66E-01,7.84E-01
YGL180W,APG1,0.09,0.029,0.535,2.26E-01,8.88E-01,1.12E-03
YGL253W,HXK2,-0.543,0.212,-1.03,6.27E-10,4.87E-04,1.05E-17
YBR165W,UBS1,-0.029,-0.114,0.188,5.48E-01,9.67E-02,1.29E-01
YBL061C,SKT5,-0.096,-0.723,0.368,1.12E-01,2.88E-03,2.87E-01
YNL048W,ALG11,-0.021,-0.034,-0.387,6.05E-01,4.91E-01,1.83E-06
YML069W,POB3,0.198,-0.313,0.361,1.37E-04,1.82E-04,2.44E-04
YDR051C,YDR051C,0.103,-0.168,0.063,1.82E-02,9.69E-03,4.61E-01
YCR072C,YCR072C,0.171,-1.167,0.877,3.46E-03,7.97E-06,5.25E-04
YBR093C,PHO5,-0.704,0.075,-0.543,2.33E-07,8.88E-02,3.62E-13
YBR166C,TYR1,-0.205,0.03,0.117,2.60E-02,5.02E-01,2.30E-01
YJR150C,DAN1,-0.336,-0.162,0.304,8.79E-03,5.28E-01,2.87E-01
YBR239C,YBR239C,-0.013,-0.115,0.076,7.96E-01,1.40E-01,5.15E-01
YPL007C,YPL007C,0.086,-0.066,-0.244,6.73E-02,3.71E-01,2.49E-02
YOL028C,YAP7,0.007,-0.771,0.526,9.13E-01,2.28E-04,1.14E-01
YCL040W,GLK1,-0.146,0.542,-0.221,9.36E-03,1.05E-06,2.06E-04
YNL049C,SFB2,-0.177,-0.129,0.123,1.05E-04,4.61E-02,2.40E-01
YGR286C,BIO2,-0.12,-0.342,0.095,1.53E-02,5.93E-05,4.25E-01
YOR270C,VPH1,-0.167,0.014,-0.231,1.18E-03,7.25E-01,2.44E-04
YOR343C,YOR343C,0.147,-0.056,0.2,9.95E-03,7.21E-01,2.50E-01
YER030W,YER030W,0.432,-0.216,0.462,2.37E-07,1.09E-03,1.07E-04
YER103W,SSA4,-0.405,0.176,-0.826,1.24E-04,1.33E-02,8.37E-13
YGL181W,GTS1,0.1,-0.018,0.149,2.85E-02,7.04E-01,7.32E-02
YDR124W,YDR124W,-0.033,0.056,0.093,5.61E-01,4.72E-01,4.68E-01
YDL020C,RPN4,0.375,0.015,0.613,2.01E-06,8.25E-01,1.22E-08
YGL254W,FZF1,0.032,0.051,0.002,5.86E-01,4.83E-01,1.00E+00
YCL041C,YCL041C,-0.122,0.009,0.357,1.46E-01,9.54E-01,4.68E-01
YNL332W,THI12,-0.064,0.302,-0.149,2.31E-01,1.01E-05,1.35E-01
YHR192W,YHR192W,0.149,-0.156,0.285,3.32E-02,2.79E-02,1.77E-02
YER031C,YPT31,-0.033,-0.155,0.111,4.03E-01,1.47E-02,2.43E-01
YDR052C,DBF4,0.278,0.031,0.199,4.35E-05,8.47E-01,3.22E-01
YDR125C,ECM18,-0.081,0.187,0.024,1.75E-01,4.05E-03,8.39E-01
YGL182C,YGL182C,0,0,0.434,8.52E-01,7.86E-01,6.12E-02
